sample.id	pop	moeregion	subregion	fourclusters	threeclusters
R06-GI-LV-11	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-12	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-13	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-14	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-15	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-16	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-17	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-18	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-19	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-20	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-21	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-22	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-23	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-24	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-25	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-26	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-27	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-28	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-29	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-LV-30	R06-GI-LV	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-01	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-02	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-03	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-04	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-05	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-06	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-07	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-08	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-09	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-10	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-11	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-12	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-13	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-14	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-15	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-16	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-17	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-18	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-19	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-20	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-21	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-22	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-23	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-24	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-25	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-26	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-27	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-28	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-29	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-MY-30	R06-GI-MY	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-01	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-02	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-03	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-04	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-05	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-06	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-07	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-08	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-09	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-10	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-11	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-12	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-13	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-14	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-15	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-16	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-17	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-18	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-19	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-20	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-21	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-22	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-23	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-24	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-25	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-26	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-27	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-28	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-29	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-GI-RR-30	R06-GI-RR	R06	R06-GI	HaidaGwai	HaidaGwai
R06-MI-MM-01	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-02	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-03	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-04	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-05	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-06	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-07	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-08	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-09	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-10	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-11	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-12	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-13	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-14	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-15	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-16	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-17	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-18	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-19	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-20	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-21	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-22	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-23	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-24	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-25	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-26	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-27	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-28	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-29	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-MI-MM-30	R06-MI-MM	R06	R06-MI	HaidaGwai	HaidaGwai
R06-SK-FE-01	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-02	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-03	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-04	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-05	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-06	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-07	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-08	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-09	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-10	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-11	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-12	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-13	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-14	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-15	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-16	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-17	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-18	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-19	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-20	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-21	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-22	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-23	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-24	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-25	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-26	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-27	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-28	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-29	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-FE-30	R06-SK-FE	R06	R06-SK	Northwest	Northwest
R06-SK-ON-01	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-02	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-03	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-04	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-05	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-06	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-07	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-08	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-09	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-10	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-11	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-12	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-13	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-14	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-15	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-16	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-17	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-18	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-19	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-20	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-21	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-22	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-23	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-24	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-25	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-26	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-27	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-28	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-29	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ON-30	R06-SK-ON	R06	R06-SK	Northwest	Northwest
R06-SK-ML-01	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-02	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-03	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-04	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-05	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-06	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-07	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-08	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-09	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-10	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-11	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-12	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-13	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-14	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-15	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-16	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-17	R06-SK-ML	R06	R06-SK	Northwest	Northwest
R06-SK-ML-18	R06-SK-ML	R06	R06-SK	Northwest	Northwest
