sample.id	pop	moeregion	subregion	fourclusters	threeclusters
R01-SI-LL-29	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-30	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-MO-01	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-02	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-03	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-04	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-05	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-06	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-07	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-08	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-09	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-10	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-11	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-12	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-13	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-14	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-15	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-16	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-17	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-18	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-19	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-20	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-21	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-22	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-23	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-24	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-25	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-26	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-27	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-28	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-29	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-MO-30	R01-SI-MO	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-01	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-02	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-03	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-04	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-05	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-06	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-07	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-08	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-09	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-10	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-11	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-12	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-13	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-14	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-15	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-16	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-17	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-18	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-19	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-20	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-21	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-22	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-23	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-24	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-25	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-26	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-27	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-28	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-29	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R01-SI-SJ-30	R01-SI-SJ	R01	R01-SI	VanIsland	swBC
R02-CW-AG-01	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-02	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-03	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-04	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-05	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-06	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-07	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-08	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-09	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-10	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-11	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-12	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-13	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-14	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-15	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-16	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-17	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-18	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-19	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-20	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-21	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-22	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-23	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-24	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-25	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-26	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-27	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-28	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-29	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AG-30	R02-CW-AG	R02	R02-CW	LowerMain	swBC
R02-CW-AL-01	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-02	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-03	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-04	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-05	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-06	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-07	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-08	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-09	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-10	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-11	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-12	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-13	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-14	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-15	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-16	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-17	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-18	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-19	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-20	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-21	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-22	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-23	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-24	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-25	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-26	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-27	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-28	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-AL-29	R02-CW-AL	R02	R02-CW	LowerMain	swBC
R02-CW-BE-01	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-02	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-03	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-04	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-05	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-06	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-07	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-08	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-09	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-10	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-11	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-12	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-13	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-14	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-15	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-16	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-17	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-18	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-19	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-20	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-21	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-22	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-23	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-24	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-25	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-26	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-27	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-28	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-29	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-BE-30	R02-CW-BE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-01	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-02	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-03	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-04	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-05	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-06	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-07	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-08	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-09	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-10	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-11	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-12	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-13	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-14	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-15	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-16	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-17	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-18	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-19	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-20	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-21	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-22	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-23	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-24	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-25	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-26	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-27	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-28	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-29	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-DE-30	R02-CW-DE	R02	R02-CW	LowerMain	swBC
R02-CW-JO-01	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-02	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-03	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-04	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-05	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-06	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-07	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-08	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-09	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-10	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-11	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-12	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-13	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-14	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-15	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-16	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-17	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-18	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-19	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-20	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-21	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-22	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-23	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-24	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-25	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-26	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-27	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-28	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-29	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-JO-30	R02-CW-JO	R02	R02-CW	LowerMain	swBC
R02-CW-KA-01	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-02	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-03	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-04	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-05	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-06	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-07	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-08	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-09	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-10	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-11	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-12	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-13	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-14	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-15	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-16	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-17	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-18	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-19	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-20	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-21	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-22	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-23	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-24	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-25	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-26	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-27	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-28	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-29	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-KA-30	R02-CW-KA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-01	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-02	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-03	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-04	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-05	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-06	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-07	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-08	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-09	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-10	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-11	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-12	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-13	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-14	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-15	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-16	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-17	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-18	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-19	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-20	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-21	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-22	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-23	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-24	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-25	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-26	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-27	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-28	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-29	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-LA-30	R02-CW-LA	R02	R02-CW	LowerMain	swBC
R02-CW-MI-01	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-02	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-03	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-04	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-05	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-06	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-07	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-08	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-09	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-10	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-11	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-12	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-13	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-14	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-15	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-16	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-17	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-18	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-19	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-20	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-21	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-22	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-23	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-24	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-25	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-26	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-27	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-28	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-29	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-MI-30	R02-CW-MI	R02	R02-CW	LowerMain	swBC
R02-CW-RY-01	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-02	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-03	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-04	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-05	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-06	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-07	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-08	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-09	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-10	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-11	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-12	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-13	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-14	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-15	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-16	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-17	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-18	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-19	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-20	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-21	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-22	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-23	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-24	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-25	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-26	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-27	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-28	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-RY-29	R02-CW-RY	R02	R02-CW	LowerMain	swBC
R02-CW-SI-01	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-02	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-03	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-04	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-05	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-06	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-07	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-08	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-09	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-10	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-11	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-12	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-13	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-14	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-15	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-16	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-17	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-18	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-19	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-20	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-21	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-22	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-23	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-24	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-25	R02-CW-SI	R02	R02-CW	LowerMain	swBC
R02-CW-SI-26	R02-CW-SI	R02	R02-CW	LowerMain	swBC
